tweets,likes,time
"RT @SherryShelby007: #Historical_fiction

28. A Gentleman in Moscow by @amortowles 
29. A Case of Exploding Mangoes by @mohammedhanif 
30.…",0,2021-07-07 17:57:36
every month i reread the book thief by markus zuzak (spelling ???) just to feel somethings,0,2021-07-07 17:54:03
"RT @SherryShelby007: #Historical_fiction

28. A Gentleman in Moscow by @amortowles 
29. A Case of Exploding Mangoes by @mohammedhanif 
30.…",0,2021-07-07 17:46:54
#Win $15 GC #BookTour #Giveaway #BookBoost #Historical #Fiction #TheAlchemyThief #PiratesAndPuritans @RADennyAuthor https://t.co/bbF8BuvlIN,1,2021-07-07 17:44:28
"RT @SherryShelby007: #Historical_fiction

28. A Gentleman in Moscow by @amortowles 
29. A Case of Exploding Mangoes by @mohammedhanif 
30.…",0,2021-07-07 17:39:33
"RT @SherryShelby007: #Historical_fiction

28. A Gentleman in Moscow by @amortowles 
29. A Case of Exploding Mangoes by @mohammedhanif 
30.…",0,2021-07-07 17:38:17
"@joebunting Anne of Green Gables, The Book Thief, and Frankenstein",2,2021-07-07 17:34:15
"#Historical_fiction

28. A Gentleman in Moscow by @amortowles 
29. A Case of Exploding Mangoes by @mohammedhanif 
30. All the Light We Cannot See by Anthony Doerr
31. War and Peace by @TolstoySays  
32. The Book Thief by Markus Zusak 
33. Gone with the Wind by Margaret Mitchell",13,2021-07-07 17:28:06
@sterndown4wat @businessgoth Facts facts I’ve not read the book thief but yeah lol the Holocaust and children is a whole ass thing (boy in the striped pajamas feels like the most egregious example),1,2021-07-07 17:27:25
"@cementeriocc @businessgoth I really hate the “pure children vs the horror of war” trope (I will give jojo rabbit a pass, but only because I think they actually did it well and capitalized on absurdity… and also the book thief but only because I haven’t read it in years and I liked it a lot then lmao)",1,2021-07-07 17:25:45
"@PichaelMarkes Book 1 of my YA Fantasy series, where thief Juniper enters the deadliest con of her life: posing as the crown prince's lover. https://t.co/IVwQrZWNtg",2,2021-07-07 17:17:39
"@kuboluvr maximum ride series is my favorite book ever 
but also the battle dress, frat girl, girl in pieces (which can be vvv triggering btw), they both die at the end, whats left of me (series), the book thief, and between shades of gray :D those r just some of my favorites",1,2021-07-07 17:10:19
"@Rutambi_ ......To nice people.

If you haven't read Markus zusak's The book thief, you should try it too",0,2021-07-07 17:04:25
Cyber-Thief Invention (Part 1) is the highest selling book since The Lord of the Rings!,0,2021-07-07 16:50:37
#Win $15 GC #BookTour #Giveaway #BookBoost #Historical #Fiction #TheAlchemyThief #PiratesAndPuritans @RADennyAuthor https://t.co/YeJFiAg4Av,1,2021-07-07 16:41:32
RT @MillbrookP: @docherty_helen @TDIllustration The Screen Thief is going down a storm in Silver Birch Class. A brilliant book that provoke…,0,2021-07-07 16:38:20
"At this weekend, I plan to watch Basketball and I called my weekend plan Basketball-Enthusiasm &amp;Reading because this weekend plan also has &lt;The Book Thief&gt; , and listen to Blur s songs. In the end, I will go to Italy at noon.",0,2021-07-07 16:21:19
@docherty_helen @TDIllustration The Screen Thief is going down a storm in Silver Birch Class. A brilliant book that provoked great discussion around health and wellbeing. Should we reduce our screen time? @MpsJuniors @thinkschoolcom @EAS_LLCEnglish @EAS_Equity https://t.co/gD0iso9EbH,4,2021-07-07 16:10:59
"RT @shriharidasa: Here I'm stating some of the insults:
• ""He's making a fool out of us for money.""
• ""He doesn't know shit. Oh look! He's…",0,2021-07-07 15:49:36
"RT @shriharidasa: Here I'm stating some of the insults:
• ""He's making a fool out of us for money.""
• ""He doesn't know shit. Oh look! He's…",0,2021-07-07 15:47:38
@_detectorist and *spins wheel* Queen's Thief maybe?? Or King of Attolia. Really any book in the Queen's Thief series but the first one for the pitch-perfect unreliable narration and the third one for the romance of a beautiful woman cutting off your hand,3,2021-07-07 15:36:33
"@book_tokens @CorneliaFunke @chickenhsebooks My Grandson would LOVE this series, and it would be kept and passed on to his young sister once she is old enough... I loved reading her Ink Heart and The Thief Lord myself - and I'm 75!",0,2021-07-07 15:34:12
"“Imagine smiling after a slap in the face. Then think of doing it twenty-four hours a day.”― Markus Zusak, The Book Thief",5,2021-07-07 15:31:37
"@fatfrogi The book thief 
They both die at the end 

My Dear Ellie 
https://t.co/z1cDvHyE31",1,2021-07-07 15:22:11
"Here I'm stating some of the insults:
• ""He's making a fool out of us for money.""
• ""He doesn't know shit. Oh look! He's reading the vows from some book.""
• ""He didn't explain marriage mantras, what a thief.""",69,2021-07-07 15:17:19
"RT @InverseJournal: Toiba Paul presents her review of “The Book Thief”, the best-selling novel by Markus Zusak that was also adapted into a…",0,2021-07-07 15:16:58
"@SamanthaVAtkins Book 1 of my YA Fantasy series, where thief Juniper enters the deadliest con of her life: posing as the crown prince's lover. https://t.co/IVwQrZWNtg",4,2021-07-07 15:15:46
Cyber-Thief Invention (Part 1) is the highest selling book since To Kill a Mockingbird!,0,2021-07-07 15:00:37
"RT @nolafleurdelit: The Blacktongue Thief by @Buehlmeister

This book is basically a super irreverent DnD campaign. It's hysterical and han…",0,2021-07-07 14:53:06
@DelightPanthers https://t.co/xCyMMpIv4s  Win a free copy of The Alchemy Thief before the release date!,0,2021-07-07 14:52:45
"https://t.co/659PSZq2PM
#giveaway #freebooks #Morocco #Pirates",0,2021-07-07 14:44:15
"RT @creswelllyn: **NEW**
Cat Thief &amp; Other Short #Stories
Only 99p/$1.23
#FREE on #KU 
Diverse, dark-humoured and deliciously bite-sized. A…",0,2021-07-07 14:38:30
Win a free book before the release date!  Tour: The Alchemy Thief https://t.co/xpNxRvvrRK via @wordpressdotcom,0,2021-07-07 14:36:41
"""So, so smart, and as downright dangerous a read as the edge of a razor, Bokat's book is a masterful study of memory, family, and the lies that derail us. Don't even dare to think you'll get any sleep once you start reading.""  https://t.co/KxkJverb55 @NicoleBokat",0,2021-07-07 14:26:00
"The Perfect Combination.

Buy Now!
Love and Chocolate Biscuits: https://t.co/gseF35tg4i
Mrs. Patterson's Chocolate Cake: https://t.co/q4l4d6VZTN
The Sweetest Littlest Chocolate Thief: https://t.co/v49eeqx3s4

#WorldChocolateDay2021 #AmReading https://t.co/fvvILkKpqW",3,2021-07-07 14:00:02
RT @lungwerhiz: We need abrave thief who can go to heaven and steal the book of sin🤣🤣🤣,0,2021-07-07 13:56:18
RT @toibaaaaa: Reading The Book Thief in Kashmir — A Review by Toiba Paul | INVERSE JOURNAL https://t.co/GrEztibrke,0,2021-07-07 13:40:01
"@waitmanb The Immortal Life of Henrietta Lacks
To Kill A Mockingbird
The Book Thief 
Say Nothing",1,2021-07-07 13:38:43
"@seeheatherwrite HERES MY FAVORITE BOOKS THEYRE SUPER GOOD, HIGHLY RECOMMEND THEM:
-One of us is lying
-One of us is next
-The Infinite Noise
-Symptoms of being human 
-The Book Thief 

They’re really amazing and have helped me get through hard times, I hope you like them!!",1,2021-07-07 13:20:20
"Vibe-seeker, try adding croissants, The Book Thief and Death Cab for Cutie into your daily routine today. BONUS: Set Crank That (Soulja Boy) as your alarm ringtone! And that's the truth.",0,2021-07-07 13:17:44
"At this weekend, I plan to watch Sci-Fi Dramas type of movie,then I will read a book named &lt;The Book Thief&gt; and I called my weekend plan Fantasy Fin because this weekend plan also has The Fin s songs. In the end, I will go to Santorini in the morning.",0,2021-07-07 13:11:15
@KimCootes @JennaPrice Add The Book Thief to this and my list is the same!,0,2021-07-07 13:04:44
RT @MissBennett17: Diolch @LindsWatkins for our donated book The Screen Thief! Silver Birch had fantastic discussions this morning about sc…,0,2021-07-07 12:45:49
Diolch @LindsWatkins for our donated book The Screen Thief! Silver Birch had fantastic discussions this morning about screen time and electronic devices 📚📱 #healthyandconfident @MpsJuniors @MillbrookP https://t.co/Ix2kHyxLOi,9,2021-07-07 12:45:36
“Comparison is the thief of joy”. If you’re ready to get your life moving in the right direction book your free discovery consultation with @coachlatham_phd. 15 minutes could change your life! https://t.co/jQtxRVkGRV,8,2021-07-07 12:40:57
RT @thestorybarn: It's July Book of the Month time and we're overjoyed to be able to share with you 'The Prince and the Witch and the Thief…,0,2021-07-07 12:19:11
RT @thestorybarn: It's July Book of the Month time and we're overjoyed to be able to share with you 'The Prince and the Witch and the Thief…,0,2021-07-07 12:18:38
"RT @InverseJournal: Toiba Paul presents her review of “The Book Thief”, the best-selling novel by Markus Zusak that was also adapted into a…",0,2021-07-07 12:14:06
RT @thestorybarn: It's July Book of the Month time and we're overjoyed to be able to share with you 'The Prince and the Witch and the Thief…,0,2021-07-07 12:11:42
"GUYS YG NYARI THE BOOK THIEF, check this acc ⤵️⤵️ https://t.co/dLpPwwtEDn",1,2021-07-07 12:10:57
"It's July Book of the Month time and we're overjoyed to be able to share with you 'The Prince and the Witch and the Thief and the Bears' by @alastair_ch and Jez Tuya this month. It's so good we've made a summer trail around it.
@WalkerBooksUK 
https://t.co/fb6BpCAVSy https://t.co/4zLj89uY4R",5,2021-07-07 12:00:43
Reading The Book Thief in Kashmir — A Review by Toiba Paul | INVERSE JOURNAL https://t.co/GrEztibrke,2,2021-07-07 11:59:56
9. The invisible life of Addie Larue by @veschwab. Another best seller I knew nothing about but downloaded for a trip and devoured in two days. I’m a sucker for books about people who live forever. If you liked book thief you’d prob enjoy.,2,2021-07-07 11:53:15
"@JennaPrice ◾ Dirt Music, Tim Winton
◾ The Book Thief, Markus Zusak
◾ The Nargun and The Stars, Patricia Wrightson
◾ Getting Things Done, David Allen",1,2021-07-07 11:45:26
#Win $15 GC #BookTour #Giveaway #BookBoost #Historical #Fiction #TheAlchemyThief #PiratesAndPuritans @RADennyAuthor https://t.co/gtVG9rrVja,1,2021-07-07 11:44:34
@johnmurrays @laurenfoxwriter The book thief by Markus Zusak,1,2021-07-07 11:36:19
"Toiba Paul presents her review of “The Book Thief”, the best-selling novel by Markus Zusak that was also adapted into a popular film. Toiba’s review more specifically addresses the commonalities found in a shared human experience.
https://t.co/yly7t7yUiA",10,2021-07-07 11:26:21
"do u have any book recommendations? — the book thief, the seven husbands of evelyn hugo, jd salinger's ""nine stories,"" censoring an iranian love story was also one of my favs https://t.co/NGwuoGQmdv",1,2021-07-07 11:24:21
Cyber-Thief Invention (Part 1) is the highest selling book since Harry Potter!,0,2021-07-07 11:10:34
Cyber-Thief Invention (Part 1) is the highest selling book since Charlotte's Web!,0,2021-07-07 11:00:37
@egyptianhybridd The book thief,1,2021-07-07 10:57:14
"@_georgiaburnell The Book Thief.
Homeland 
The Queens Gambit",0,2021-07-07 10:39:51
"RT @TheBookWhisper2: What fabulous news @scattyscribbler!  The Chessmen Thief is such an incredible read, I was thoroughly gripped in the s…",0,2021-07-07 10:38:04
Book of a Lifetime: The Book Thief by Markus Zusak https://t.co/hp1yp4bHYD,0,2021-07-07 10:27:38
"RT @TheBookWhisper2: What fabulous news @scattyscribbler!  The Chessmen Thief is such an incredible read, I was thoroughly gripped in the s…",0,2021-07-07 10:26:09
"What fabulous news @scattyscribbler!  The Chessmen Thief is such an incredible read, I was thoroughly gripped in the story.  You'll be amazing at @edbookfest! If you haven't already, rush out and buy this book for your 9+ reader, an historical adventure they won't want to miss😍 https://t.co/WQHVPrJf6K",12,2021-07-07 10:21:34
the book thief - markus zusak https://t.co/2Ur93ATLJ3,0,2021-07-07 10:20:08
"RT @creswelllyn: **NEW**
Cat Thief &amp; Other Short #Stories
Only 99p/$1.23
#FREE on #KU 
Diverse, dark-humoured and deliciously bite-sized. A…",0,2021-07-07 10:19:24
"RT @creswelllyn: **NEW**
Cat Thief &amp; Other Short #Stories
Only 99p/$1.23
#FREE on #KU 
Diverse, dark-humoured and deliciously bite-sized. A…",0,2021-07-07 10:16:45
"RT @jsaideepak: 1. By the Grace of the Gods, happy to announce that my book ""India That is Bharat: Coloniality, Civilisation, Constitution""…",0,2021-07-07 10:16:37
"RT @creswelllyn: **NEW**
Cat Thief &amp; Other Short #Stories
Only 99p/$1.23
#FREE on #KU 
Diverse, dark-humoured and deliciously bite-sized. A…",0,2021-07-07 10:12:59
"@hestiafilms rebecca, book thief, where the crawdads sing",0,2021-07-07 09:59:15
@bookishMeggs4 im reading the book thief currently and not watching anything,0,2021-07-07 09:57:29
Cyber-Thief Invention (Part 1) is the highest selling book since The Da Vinci Code!,0,2021-07-07 09:30:41
Cyber-Thief Invention (Part 1) is the highest selling book since The Hobbit!,0,2021-07-07 08:51:13
RT @Ankaman616: The penalty shootout was over before it began. Italy had this wrapped up. https://t.co/KlWw2N1fQK,0,2021-07-07 08:51:04
"RT @samhuxley: When the steward thought Bonucci was a fan trying to get back onto the pitch 🤣

#ITAESP #Euro2020 https://t.co/SJ4QjmNMcm",0,2021-07-07 08:34:39
@JennaPrice The Book Thief makes a great gift for the right person.,12,2021-07-07 08:29:33
Cyber-Thief Invention (Part 1) is the highest selling book since The Lord of the Rings!,0,2021-07-07 08:20:48
"@drbeard79 Oh thank god, scrolled down and remembered:

Rebecca - du Maurier! 
and
Thief of Time - Pratchett (and it’s very hard to choose ONE PTerry book for this list as they are the equivalent of comfort food and I read them all the time, but I have a soft spot for this one ❤️",2,2021-07-07 08:04:25
Cyber-Thief Invention (Part 1) is the highest selling book since Steps to Christ!,0,2021-07-07 07:40:57
@PRedondas The Book Thief; The Fault in our Stars 💔💫,1,2021-07-07 07:17:57
Do you struggle picking out what book to read next? Why don't you try: The book Thief. Check back in an hour for more recommendations.,0,2021-07-07 07:15:34
"RT @chelsabdullah: Ahhh thanks everyone! If you're curious and want to find out more about THE STARDUST THIEF + add it to your TBR, the Goo…",0,2021-07-07 06:58:15
"RT @creswelllyn: **NEW**
Cat Thief &amp; Other Short #Stories
Only 99p/$1.23
#FREE on #KU 
Diverse, dark-humoured and deliciously bite-sized. A…",0,2021-07-07 06:33:26
"RT @creswelllyn: **NEW**
Cat Thief &amp; Other Short #Stories
Only 99p/$1.23
#FREE on #KU 
Diverse, dark-humoured and deliciously bite-sized. A…",0,2021-07-07 06:27:39
Cyber-Thief Invention (Part 1) is the highest selling book since The Hobbit!,0,2021-07-07 06:11:01
RT @maxinthestars: @aor_paradis @JessSFrankel Permission is moving to a cool new site! I'm remastering and expanding the story with new mat…,0,2021-07-07 06:00:36
Cyber-Thief Invention (Part 1) is the highest selling book since The Hunger Games!,0,2021-07-07 05:35:53
"@prettyydollz OH AND THE BOOK THIEF. NOT A CLASSIC BUT IN A FEW DECADES IT WILL BE, IT'S THE SINGLE BEST BOOK I'VE EVER READ",0,2021-07-07 05:09:15
the book thief - markus zusak https://t.co/hoUsnhjDHG,0,2021-07-07 05:04:35
i still can’t believe the dang lightning thief musical was more accurate to the book and the biggest difference i noticed (minus the skipping of lotus hotel and waterpark for pacing and soundtrack sakes) was THE POODLE BEING A SQUIRREL. The movie just said NOPE.,1,2021-07-07 05:02:49
"RT @theyreAllLies: @hongloyalist @Official_ALAMAT Detachment, Zombieland, The Book Thief

GAMI SRI LUMAY
#ALAMATMandirigma TeaserPhotos3
@O…",0,2021-07-07 04:51:24
@hibakwaas THE END OF THE BOOK THIEF. GOODBYE,1,2021-07-07 04:01:28
"""If only she could be so oblivious again, to feel such love without knowing it, mistaking it for laughter.""
— Markus Zusak (The Book Thief)",4,2021-07-07 04:00:37
"@hongloyalist @Official_ALAMAT Detachment, Zombieland, The Book Thief

GAMI SRI LUMAY
#ALAMATMandirigma TeaserPhotos3
@Official_ALAMAT #ALAMAT_Gami
#ALAMATonPandoraPC12",1,2021-07-07 03:58:17
"@MOBIUSM0BIUS From a book, I think about these excerpts from The Tattooist of Auschwitz and The Book Thief respectively a lot. I need to read more lmao https://t.co/xn9dcxgXKI",1,2021-07-07 03:30:15
"RT @FE_Heroes_EN: The Tempest Trials+ event that begins today, Ice &amp; Flame 1, depicts what happened to Fjorm after the events of Book II. Y…",0,2021-07-07 03:13:21
"Immortals guard us when we dream. 
Dream thieves watch over the unconscious wanderings of the human mind, plucking out the most dangerous dreams before they can take root and turn us into monsters. https://t.co/nsCcSq7iHc #ebooks #books #kindleunlimited #urbanfantasy @LRettell",1,2021-07-07 03:07:48
"@HeistPodcast have you guys read Confessions of a Master Jewel Thief? Gripping story that fits with the podcast.  Thanks for every episode, my kids love it - well the clean ones - on car trips. https://t.co/YyZcyLXdW8",0,2021-07-07 02:48:13
"RT @jolishamona: friendly reminder ✨

• submit a trip inquiry 
• pay research fee 
• select the perfect package  
• book your trip ✈️

as y…",0,2021-07-07 02:27:53
@Lee_O_Smith @HannaLikes @maddiebckley One of the biggest issues for a series - Percy Jackson was written to be a five book series. But you never know how many movies will be made. Most of the changes that upset Rick Riordan and many fans in The Lightning Thief were to make the first movie self-contained.,1,2021-07-07 02:13:20
"""In truth, I think he was afraid. Rudy Steiner was scared of the book thief's kiss. He must have longed for it so much. He must have loved her so incredibly hard. So hard that he would never ask for her lips again and would go to his grave without them.""",0,2021-07-07 01:49:50
I would give anything to be able to read The Book Thief for the first time again,0,2021-07-07 01:49:50
@jootae89_ شجرتي شجرة البرتقال قصه حقيقه صارت للكاتب نفسه مره حلوه ايه قد قريت بس مو كثير لاني استمتع باللغه العربيه احب تفاصيل الكلمات اكثر بس قد قريت اول ذا لايت وي كانوت سي و We Were Liars و The Book Thief,0,2021-07-07 01:44:50
i haven’t let the book thief by mark zuzak rule my life since 2005 for book tok to “discover” it in 2021 i s2g,3,2021-07-07 01:41:34
"The Book Thief by Markus Zusak

""the boy whose hair remained the color of lemons forever""

I've had on multiple occasions, thought about wanting to die young. 
So I'll forever remain this young, this bright, this happy, less wrinkles, ..

Careful of what you wish for, safura.",0,2021-07-07 01:35:48
@hestiafilms the book thief 🔥,0,2021-07-07 01:22:50
I remember when I used to stan the book thief on ig and i was like the only stan acc lmaoo,4,2021-07-07 01:12:10
Cyber-Thief Invention (Part 1) is the highest selling book since The Cat in the Hat!,0,2021-07-07 01:10:49
@rckstarIwt the book thief! the ending of both the book and movie made me cry so much,1,2021-07-07 01:09:43
"just ordered my first ap lit book. it is, unfortunately, not percy jackson and the lightning thief.",1,2021-07-07 00:51:00
"""i have hated the words and i have loved them, and i hope i have made them right"" - the book thief",1,2021-07-07 00:41:35
"@Adriyoung oh man i have so many! if you haven't already read it, the book thief has to go on your list. also: 
- boy swallows universe
- any of neal shusterman's books
- circe
- red white and royal blue
- american royals
if you're into ya, lmk and i have a mill more recs",1,2021-07-07 00:36:30
Cyber-Thief Invention (Part 1) is the highest selling book since To Kill a Mockingbird!,0,2021-07-07 00:30:59
"Two newest additions to the John Williams tribute:

John Belushi as Wild Bill Kelso in “1941” and Sophie Nelisse as Liesel Meminger in “The Book Thief.” 🎶😁

How perfect does that image of Belushi work for the tuba?!? 😜😂

Back at it tomorrow! 

#johnw… https://t.co/ctXtT0YmmA https://t.co/XDpXH4eVfR",0,2021-07-07 00:17:39
The Fairy Tale Thief (book) by Katie Tate @kristyswords YA Urban Fantasy https://t.co/5J0Tg2hv48 #FairyTale #urban #fantasy #YA,0,2021-07-07 00:15:00
sorry for spoiling the book thief,10,2021-07-07 00:08:15
molly’s reading the book thief for the first time and was just like “oh my god they ALL die?? oh my god. oh my god. i’m going to die”,9,2021-07-07 00:08:14
"love the fact that it was centered around the real-life 
The New Yorker writer Susan Orlean and her ""The Orchid Thief"" book (though the outlandish events in the movie are fiction)",0,2021-07-07 00:05:45
@womensblade The Book Thief,0,2021-07-07 00:03:03
@MsKalagang i only know what i read in the book thief but that made the language seem very beautiful,1,2021-07-07 00:01:59
"Check out my book - 'The Trilogy: A Diary, A Thief &amp; A Secret' - on #BookBuzzr - https://t.co/8jI6PqaqbJ",0,2021-07-07 00:00:11
@zettaelliott @JessedHagopian Yes! My students asked me about book 3 relentlessly after we took down Dragons in a Bag and the Dragon Thief.,1,2021-07-06 23:44:06
"RT @deborahblum: So many good things on this list. Which includes my recommendation of @lsaguirre's The Memory Thief, and @rachelegross 's…",0,2021-07-06 23:41:52
"percy jackson &amp; the olympians: the lightening thief
idk it took me so long to read this book considering i love greek mythology, but this book is great i really enjoyed it and plan to finish the series https://t.co/NWiucmFBqz",0,2021-07-06 23:08:16
"has anyone here read ""The Book Thief""?",0,2021-07-06 23:06:07
RT @schweizercomics: I’ve never done a book where the designer didn’t repurpose interior art somewhere; it’s common practice. The artist/ca…,0,2021-07-06 23:06:02
"RT @schweizercomics: Some thoughts/questions about BOOK DESIGN re: graphic novels.

One of my biggest frustrations with GN publishing, from…",0,2021-07-06 23:05:59
@makkachinning @fawnedofyou @jademaomi percy jackson and the lighting thief style book cover but its Gideon Nav and the Piss Leaks of Drearburh,2,2021-07-06 23:01:38
thinking abt the book thief :(((,0,2021-07-06 22:41:59
@DaveMacLachlan1 “The Book Thief.” !!,1,2021-07-06 22:32:41
#Win $15 GC #BookTour #Giveaway #BookBoost #Historical #Fiction #TheAlchemyThief #PiratesAndPuritans @RADennyAuthor https://t.co/YeJFiAg4Av,1,2021-07-06 22:18:25
"@statnews summer book pick!

The Memory Thief is an excellent, don’t-put-this-down, detective story… But my favorite thing about the book is its vivid, sometimes quirky, always human picture of science at its working best.

-@deborahblum 

@sarahmupo 

https://t.co/HlZ45Zzcbk",0,2021-07-06 22:17:11
"@aor_paradis @JessSFrankel Permission is moving to a cool new site! I'm remastering and expanding the story with new material. #historical #lgbt #Irish #choosetolove
https://t.co/ZTF2Se57r8",1,2021-07-06 22:17:02
@saintfiIes it was on hold for the longest time but i finally got it 😭 as soon as i finish the book thief i'm starting it,1,2021-07-06 22:11:37
Cyber-Thief Invention (Part 1) is the highest selling book since Charlotte's Web!,0,2021-07-06 22:10:50
@aeroemen @MattWalshBlog The Book Thief is number one for me.,1,2021-07-06 22:10:20
"@JrnFlkrtsm @petthekat @ehs06702 @janelledowney @haymarketbooks @BPD_MN distributing them to others in their apartment complex, school, or retirement community. Over the years we’ve heard from many stewards who’ve discovered that a book “thief” really wasn’t a thief at all.""",1,2021-07-06 21:48:44
"At this weekend, I plan to watch Sports Comedies and I called my weekend plan Goon Bohemian because this weekend plan also has  &lt;The Book Thief&gt; , and listen to Queen s songs. In the end, I will go to The Cinque Terre at noon.",0,2021-07-06 21:47:57
Cyber-Thief Invention (Part 1) is the highest selling book since Harry Potter!,0,2021-07-06 21:44:44
Cyber-Thief Invention (Part 1) is the highest selling book since To Kill a Mockingbird!,0,2021-07-06 21:20:50
"Prometheus, thief of light, giver of light, bound by the gods, must have been a book.",1,2021-07-06 21:17:13
I read The Book Thief by Markus Zusak https://t.co/cW1Gvb0Xjk,0,2021-07-06 21:13:54
"- And look how happy you are.
..
The Book Thief https://t.co/K49x82rgfo",7,2021-07-06 20:55:48
"RT @deborahblum: So many good things on this list. Which includes my recommendation of @lsaguirre's The Memory Thief, and @rachelegross 's…",0,2021-07-06 20:53:10
"RT @deborahblum: So many good things on this list. Which includes my recommendation of @lsaguirre's The Memory Thief, and @rachelegross 's…",0,2021-07-06 20:52:29
"RT @chelsabdullah: IT'S PM OFFICIAL: MY BOOK IS COMING OUT NEXT YEAR! 🎉

I'm so incredibly excited to announce THE STARDUST THIEF is going…",0,2021-07-06 20:45:39
"#shortstories
 The young woman was reading her book excitedly. She was not aware of anything. She first noticed the man sitting next to him. The man was taking cookies from the package between them and eating them. Half of the cookie package was finished. https://t.co/M0KyqX0yhi https://t.co/VI7Ij446Qb",0,2021-07-06 20:39:58
"RT @BBMorgan_W: @SandyButchers Book 1 of my YA Fantasy series, where thief Juniper enters the deadliest con of her life: posing as the crow…",0,2021-07-06 20:39:52
"@Poetryman551 #shortstories
 The young woman was reading her book excitedly. She was not aware of anything. She first noticed the man sitting next to him. The man was taking cookies from the package between them and eating them. Half of the cookie package was finished. https://t.co/M0KyqX0yhi",1,2021-07-06 20:37:35
"RT @BBMorgan_W: @SandyButchers Book 1 of my YA Fantasy series, where thief Juniper enters the deadliest con of her life: posing as the crow…",0,2021-07-06 20:34:21
"#shortstories
 The young woman was reading her book excitedly. She was not aware of anything. She first noticed the man sitting next to him. The man was taking cookies from the package between them and eating them. Half of the cookie package was finished. https://t.co/M0KyqX0yhi",0,2021-07-06 20:33:15
"@SandyButchers Book 1 of my YA Fantasy series, where thief Juniper enters the deadliest con of her life: posing as the crown prince's lover. https://t.co/IVwQrZWNtg",3,2021-07-06 20:32:31
"@sizzabumble @Dryadula @GearingJill @mooreme26 @Fhkierton1 @clouise81 @mabsval @ReluctantCynic7 @Frangelicana @KingSergioS @farmgirl789 @camanmore @woodygoodshoes @DavidMinahan @zahida23577375 @LoungeLou @ShazBlam The Book Thief is one of my favourites. If you like biographies I recommend A Circle of Sisters by Judith Flanders. It’s about 4 sisters one marries Edward Burne Jones, another Edward Poynter. The other 2 are the mothers of Rudyard Kipling and Stanley Baldwin. Fascinating history",4,2021-07-06 20:29:45
"@dadwithoutadad #shortstories
 The young woman was reading her book excitedly. She was not aware of anything. She first noticed the man sitting next to him. The man was taking cookies from the package between them and eating them. Half of the cookie package was finished. https://t.co/M0KyqX0yhi",0,2021-07-06 20:24:41
@moonyfireheart I really wanna read the book thief omg !!,0,2021-07-06 20:22:48
"RT @chelsabdullah: Ahhh thanks everyone! If you're curious and want to find out more about THE STARDUST THIEF + add it to your TBR, the Goo…",0,2021-07-06 20:10:50
It’s been hours since I finished the book thief w ba3dne 3am ebke,0,2021-07-06 20:07:51
"I am haunted by humans.
-the book thief by Markus Zusak",0,2021-07-06 20:02:40
#Win $15 GC #BookTour #Giveaway #BookBoost #Historical #Fiction #TheAlchemyThief #PiratesAndPuritans @RADennyAuthor https://t.co/gtVG9rrVja,1,2021-07-06 20:01:42
Cyber-Thief Invention (Part 1) is the highest selling book since The Lord of the Rings!,0,2021-07-06 19:55:40
#Win $15 GC #BookTour #Giveaway #BookBoost #Historical #Fiction #TheAlchemyThief #PiratesAndPuritans @RADennyAuthor https://t.co/meVl7IKyou,0,2021-07-06 19:45:36
"@mollybackes I don't know if it's the *greatest* twist, but The Thief is a book I love and the surprise at the end is very good.",1,2021-07-06 19:41:36
Cyber-Thief Invention (Part 1) is the highest selling book since The Da Vinci Code!,0,2021-07-06 19:41:20
"book recs pls!! and what’s the book ur reading rn? — right now i’m reading the seven husbands of evelyn hugo !! i actually really like it so far. other books i really liked: loveless by alice oseman, the book thief by markus zusak… https://t.co/qTPTBycMQe",8,2021-07-06 19:38:20
@ninashelnik me at the end of sky…we were liars…capturing the devil…the book thief,2,2021-07-06 19:21:28
"RT @PeteMC666: I started The Blacktongue Thief by @Buehlmeister today, and the ""Horsegroom"" scene in the bath house has me in pieces 🤣

Lov…",0,2021-07-06 19:16:38
"@LisaMaxwellYA Hello, today I bought your book ""The Devil's Thief"".
To be honest you are one of my favorite writers, your books make me imagine and expand my imagination, thank you for sharing your stories, take good care of yourself.
Greetings from México.",0,2021-07-06 18:57:51
Cyber-Thief Invention (Part 1) is the highest selling book since Steps to Christ!,0,2021-07-06 18:51:35
"The Book Thief by Markus Zusak. The author can't use descriptive language to save his life. 

""Pinecones littered the ground like cookies"" Uh. No. They litter the ground like pinecones.

Someone had ""gangly"" eyes--say what?

It's just so bad. https://t.co/bjZF8CdQQF",3,2021-07-06 18:36:01
"At this weekend, I plan to watch Romantic Dramas and I called my weekend plan The-Vow Thunderstruck because this weekend plan also has  &lt;The Book Thief&gt; , and listen to AC/DC s songs. In the end, I will go to Disney Theme Park in the morning.",0,2021-07-06 18:26:09
Do you struggle picking out what book to read next? Why don't you try: The book Thief. Check back in an hour for more recommendations.,0,2021-07-06 18:16:26
#Win $15 GC #BookTour #Giveaway #BookBoost #Historical #Fiction #TheAlchemyThief #PiratesAndPuritans @RADennyAuthor https://t.co/bbF8BuvlIN,1,2021-07-06 17:51:48
